paper_id	0	1	2	3	4	5	6	7	8
3dH2aqKGzZe	5.0	5.0	5.0						
6dlC7E1H_9	8.0	3.0	5.0						
4-k7kUavAj	5.0	10.0	6.0	8.0					
D__ipVB0Z7	3.0	3.0	3.0	3.0					
Nayau9fwXU	6.0	6.0	6.0	8.0					
ttnf-Wibn2R	3.0	5.0	6.0	5.0					
e4qmg9HQJPr	5.0	5.0	3.0	5.0					
G_D6xThdQe4	5.0	3.0	3.0	3.0	6.0				
d7Q0vVfJ0wO	5.0	6.0	8.0						
hayd_QIsu1	3.0	1.0	3.0	3.0					
mKILD5MLR2C	8.0	3.0	3.0	8.0					
vdhco_34qV8	5.0	5.0	1.0	6.0					
TDUMUFa5zz	5.0	3.0	3.0	3.0					
ZzdBhtEH9yB	8.0	6.0	8.0	3.0					
F0UQv_MNWCt	5.0	6.0	6.0	3.0					
Itn7dH7muI	5.0	3.0	8.0	1.0					
M_MvkWgQSt	8.0	6.0	6.0	8.0					
92gvk82DE-	6.0	6.0	5.0						
FILleBqk31S	8.0	3.0	3.0						
er_nz4Q9Km7	5.0	3.0	3.0	3.0					
ohQPU2G3r3C	3.0	6.0	5.0	3.0					
2WmBMrCZSx	5.0	5.0	5.0	5.0					
zV3Q0a8--A	3.0	5.0	5.0	5.0					
6lUU0QaTOC	3.0	3.0	5.0	3.0					
i-DleYh34BM	5.0	8.0	6.0	6.0					
nareqzplSc9	6.0	3.0	3.0	5.0					
0g0X4H8yN4I	8.0	8.0	8.0						
9d13HEFFaea	5.0	5.0	5.0						
b5RD94lXu2j	3.0	3.0	3.0						
CPDtGLmXEfy	3.0	5.0	3.0	3.0					
CKATCkQFcdJ	6.0	8.0	5.0	8.0					
c5-qKzTbP2O	5.0	6.0	8.0	3.0	3.0				
hCmjBJeGXcu	6.0	8.0	3.0						
VM8batVBWvg	8.0	6.0	8.0						
U0jfsqmoV-4	5.0	6.0	5.0						
G7E_K3WaLpK	6.0	5.0	5.0	6.0	5.0				
K1NKDaNM9i	1.0	1.0	3.0	3.0					
6G5DwFLYRM	3.0	3.0	1.0	5.0					
tcbBPnfwxS	6.0	5.0	5.0						
Bo-1bxmCrrA	6.0	6.0	3.0	3.0					
hA7XDfCD1y2	5.0	5.0	5.0						
q2vsXnsjNB_	5.0	3.0	5.0	5.0					
oxIbD0j-GGo	5.0	3.0	3.0	5.0					
8-2sjUPp_YD	3.0	3.0	3.0						
bH-kCY6LdKg	5.0	5.0	6.0						
8MneBPDxV9L	3.0	6.0	3.0	3.0					
RDy3IbvjMqT	6.0	8.0	5.0	5.0					
D8ulVmpjzYX	5.0	3.0	3.0						
15lSKp0wBnm	3.0	5.0	3.0	10.0					
m_GDIItaI3o	5.0	3.0	8.0						
PvDY71zKsvP	5.0	6.0	5.0						
1n1c7cHl3Zc	6.0	3.0	6.0	5.0					
V2BQvSIWnYD	3.0	3.0	3.0						
Uuf2q9TfXGA	5.0	10.0	10.0	8.0					
rMQ1Wme3S0c	6.0	5.0	3.0	6.0					
IsCg7qoy8i9	5.0	5.0	5.0	6.0					
dF0g-5k05h_	3.0	5.0	5.0						
7h5KSs2PCRi	6.0	6.0	6.0						
9yE2xEj0BH7	5.0	6.0	5.0						
rimcq1oIFeR	6.0	8.0	3.0	6.0					
ncQCD9M8SwT	5.0	5.0	6.0	5.0					
vsMyHUq_C1c	6.0	3.0	3.0						
npwbjVljAEU	3.0	1.0	1.0	3.0					
tGHi1HFNBx1	5.0	6.0	5.0						
1PTeB4MWCfU	6.0	3.0	5.0	3.0					
NEEtm5laNK1	5.0	3.0	3.0	5.0					
po-oqRst4Xm	5.0	5.0	5.0						
oVPqFCI1g7q	3.0	6.0	5.0	3.0					
MRfbe7VAoqu	6.0	5.0	5.0	3.0					
VCyfx4aghT3	5.0	1.0	3.0	3.0					
WtW_s7EDWPe	6.0	8.0	3.0	6.0					
a65YK0cqH8g	6.0	3.0	6.0	6.0					
sBfTc3SD9gp	3.0	5.0	8.0	8.0					
li7qeBbCR1t	3.0	6.0	5.0	8.0					
dz8i-yzXeVg	5.0	6.0	5.0						
VE1s3e5xriA	6.0	3.0	3.0	8.0					
Fj1S0SV8p3U	3.0	5.0	6.0	5.0					
nWTzIsgrYNN	5.0	8.0	6.0	6.0					
jH6pg6JaSP2	3.0	5.0	3.0	6.0					
dhYUMMy0_Eg	6.0	3.0	6.0	5.0					
7T2XgpklLDA	5.0	6.0	8.0	3.0					
z9SIj-IM7tn	3.0	8.0	6.0	5.0					
_nGgzQjzaRy	6.0	5.0	5.0	6.0					
i0lHs3ji9xT	3.0	5.0	5.0						
qDQRvlFfz-K	6.0	1.0	3.0	3.0					
9XAZBUfnefS	5.0	5.0	5.0	3.0					
3C9Eqd0hCrr	6.0	3.0	5.0						
lw1WKaIL3LR	6.0	3.0	3.0	5.0					
n_SwMH9o-oT									
mzrNhoaHRDc	3.0	6.0	5.0	5.0					
WY0g8Gu58at	1.0	5.0	5.0						
9MO7bjoAfIA	5.0	5.0	6.0						
3l36EPLnPzA	5.0	3.0	5.0	8.0					
pXDmbfVL_SB	3.0	1.0	5.0						
ZMz-sW6gCLF	6.0	6.0	5.0	6.0	5.0	5.0			
2EpjkjzdCAa	8.0	3.0	3.0	3.0					
YrZEKNLWhlp	3.0	6.0	6.0	1.0					
KRLUvxh8uaX	8.0	8.0	6.0	6.0					
Jbdc0vTOcol	6.0	5.0	6.0	5.0					
086pmarAris	5.0	8.0	6.0						
8jU7wy7N7mA	6.0	5.0	8.0						
ZaQrYalGFIh	3.0	3.0	5.0	3.0					
kocBczDfBeT	6.0	3.0	3.0						
-hWhz9xfrB9	3.0	6.0	10.0	5.0					
-htnolWDLvP	5.0	6.0	5.0	6.0					
bbf_lxmcpTQ	5.0	5.0	5.0	3.0					
b1F-_7dUo0w	8.0	5.0	3.0	1.0					
3pfNb4pZBNp	3.0	8.0	6.0						
SjzFVSJUt8S	6.0	5.0	5.0	6.0					
vouQcZS8KfW	8.0	5.0	6.0						
cRCEabpC5XQ	3.0	5.0	3.0	5.0					
wXdEKf5mV6N	5.0	6.0	3.0						
vCJ9-Ri-6xU	10.0	6.0	5.0	6.0					
ZZCJv2biATn	6.0	6.0	3.0	5.0					
gwPea8qxdzz	6.0	6.0	3.0	5.0					
u_pS0sDr95-	5.0	6.0	3.0						
UvmDCdSPDOW	8.0	6.0	6.0	5.0					
Ry-cTiH_cus	3.0	8.0	6.0	3.0					
Uo3usD5FFSR	5.0	3.0	3.0						
-syx4GzWdTM	5.0	5.0	5.0						
_tfLpF9mFiq	3.0	5.0	3.0						
m1f8XUs-RQP	5.0	6.0	6.0	3.0					
PQk-8VyP-dv	3.0	5.0	5.0						
m2OeuIGTJW-	3.0	3.0	6.0	3.0					
BcbwGQWB-Kd	5.0	6.0	5.0	5.0					
GPJVuyX4p_h	6.0	3.0	3.0	6.0					
W668diqwp4l	3.0	5.0	6.0	3.0	8.0				
yPMsKyrn5A-	3.0	1.0	3.0	3.0					
gLPkzWjdhBN	8.0	8.0	6.0	6.0					
r_4nJuPpCh-	3.0	3.0	3.0	5.0					
gUL6zYN4Uaf	6.0	5.0	5.0	5.0					
ntIq8Wm79G-	5.0	3.0	5.0						
V-RDBWYf0go	5.0	6.0	5.0	3.0					
UERcQuXlwy	6.0	6.0	5.0						
Zeb5mTuqT5	3.0	5.0	8.0	6.0					
7NUTyhyQt9x	5.0	3.0	3.0	5.0					
lwVwTjNwNl	6.0	6.0	3.0						
hJqGbUpDGV	8.0	3.0	8.0	8.0					
HVvqbDQdhW2	3.0	3.0	3.0	3.0					
x9tAJ3_N0k	5.0	6.0	5.0						
lH1PV42cbF	6.0	8.0	8.0						
lgIPsrxrU7	3.0	5.0	5.0	8.0					
fFAV-_MCTd	6.0	3.0	8.0	3.0					
H3HcEJA2Um	8.0	6.0	6.0						
8mQrCW_JO3	6.0	5.0	5.0	3.0					
hAcApnx50F	5.0	5.0	3.0	3.0	5.0	6.0			
l1tSyx67_J	5.0	5.0	5.0						
1jDN-RfQfrb	6.0	6.0	3.0	8.0					
3aQs3MCSexD	8.0	5.0	8.0	5.0					
ABqIh51jNQm	3.0	1.0	5.0						
qxRscesArBZ	6.0	5.0	6.0	8.0					
5XrQ2mskPQz	3.0	5.0	3.0						
gpmL0D4VjN4	5.0	8.0	5.0	6.0	8.0				
vep-Hlmn0tc	6.0	8.0	5.0	3.0					
Z4s73sJYQM	6.0	8.0	8.0						
hfaNXjEQB47	3.0	5.0	5.0	8.0					
IskSBCo0-0	5.0	6.0	5.0						
cxCEOSF99f	5.0	6.0	6.0	8.0					
Ovnwe_sDQW	8.0	5.0	3.0						
5tKXUZil3X	5.0	8.0	6.0	6.0					
imIlOpuEsi	5.0	5.0	6.0	5.0					
W0-FISdkHtZ	3.0	3.0	3.0	3.0					
cPhfgGIbVfZ	5.0	5.0	5.0	6.0					
ED3WvUgu09	6.0	5.0	3.0	8.0					
bQB6qozaBw	3.0	8.0	8.0	5.0					
BgLTe3a4FO	6.0	6.0	3.0						
Su_HbZ0Sdz	8.0	6.0	3.0	3.0					
z9C5dGip90	6.0	6.0	8.0	5.0					
ySCL-NG_I3	5.0	5.0	6.0	8.0					
Hvcmr6FSIX8	6.0	5.0	5.0	5.0					
uvSQ8WhWHQ	5.0	6.0	6.0	3.0					
eSQh8rG8Oa	5.0	8.0	5.0						
IJn-rxhkZsN	3.0	3.0	5.0						
-kAWfaLkPT3	8.0	3.0	5.0	3.0	6.0				
sVV0KK3COzD	3.0	5.0	3.0	6.0					
cyg2YXn_BqF	3.0	6.0	8.0	6.0					
UntYZBCdypc	5.0	3.0	6.0	6.0	3.0				
p3UGLrWofT	3.0	3.0	1.0						
DbLtChzghG	6.0	6.0	1.0	3.0					
VBB4fh45HF	8.0	6.0	5.0	6.0					
aOBs18ycBr	3.0	3.0	3.0	3.0					
loIfC8WHevK	8.0	6.0	5.0	6.0					
Loek7hfb46P	3.0	5.0	6.0	6.0					
6dZqGFB8g-O	5.0	8.0	5.0						
Rpo9dvNlEYW	3.0	5.0	3.0	1.0					
Kn43SKplAn	3.0	5.0	5.0						
1hKE9qjvz-	5.0	8.0	8.0	8.0					
A9WQaxYsfx	6.0	6.0	6.0	6.0	3.0				
dBk3hsg-n6	8.0	5.0	8.0	5.0					
He7UIpiEq_O	5.0	3.0	5.0						
2_B-eiVbgBs	5.0	3.0	3.0	8.0					
k09v6oRxQPq	5.0	5.0	6.0	8.0					
rGeZuBRahju	8.0	8.0	6.0						
UXPrt1ffxYD	3.0	8.0	3.0	5.0					
BxXXPvrL1Pg	8.0	6.0	3.0	3.0					
LUQ2Csy_LUm	8.0	6.0	6.0	5.0	3.0				
Dzmd-Cc8OI	3.0	6.0	5.0						
Lnxl5pr018	5.0	8.0	3.0	6.0	5.0				
HJFVrpCaGE	5.0	6.0	5.0						
EFTpmFg9cb									
YtntjusJV6	5.0	5.0	5.0						
goLFJ0ZNwl	6.0	5.0	6.0	8.0					
XHjFakRjPsk	3.0	1.0	5.0	8.0					
xTWoeTdHgH-	6.0	6.0	5.0	5.0					
8pvnfTAbu1f	5.0	5.0	6.0	5.0					
_nF5imFKQI	5.0	8.0	6.0						
ZS8L3Fbv-L	3.0	6.0	3.0	10.0					
qMK1Zd49IS	3.0	3.0	3.0	6.0	3.0				
u9o4qgwJlj	5.0	3.0	3.0	5.0					
MzQEMwIzlL	3.0	5.0	5.0	5.0					
GAGpLgWAWX	5.0	3.0	3.0						
6u7mf9s2A9	6.0	6.0	8.0	8.0					
wyjAf9GPD_	3.0	6.0	3.0	6.0					
fPVRcJqspu	6.0	3.0	8.0						
_TbyZ0OxvC	6.0	5.0	3.0						
UJTgQBc91_	6.0	3.0	6.0	5.0					
zHSaBQtj-l	5.0	5.0	3.0	3.0					
_qVhsWyWB9	5.0	5.0	6.0						
gL68u5UuWa	6.0	5.0	5.0	8.0	3.0				
ctLFd1-gHJ	3.0	6.0	3.0						
yEsj8pGNl1	3.0	6.0	6.0	3.0					
7wrq3vHcMM	6.0	5.0	5.0	6.0					
erHaiO9gz3m	5.0	5.0	6.0						
-Yzz6vlX7V-	5.0	5.0	5.0	3.0					
k8_yVW3Wqln	6.0	5.0	8.0						
1P8eOmWgdk	8.0	5.0	3.0	5.0					
ZHyTtEd4lXz	5.0	3.0	3.0	6.0					
8efJYMBrNb	6.0	3.0	6.0						
NGv_ui-1wz	3.0	3.0	5.0	6.0					
IPrzNbddXV	8.0	8.0	8.0						
lgYzzQ0fX5D	3.0	5.0	3.0						
4FBUihxz5nm	8.0	6.0	3.0	6.0	8.0				
iBdwKIsg4m	5.0	8.0	6.0						
p4X5ZrM2AY	3.0	3.0	3.0	1.0					
nIMifqu2EO	8.0	5.0	8.0	5.0					
ZCTvSF_uVM4	8.0	10.0	3.0	8.0					
U086TJFWy4p	5.0	5.0	5.0	3.0					
MGnPyYQ2QAA	3.0	5.0	3.0						
TwCGI3rVddj	3.0	5.0	1.0	5.0					
-AEYAk13n_a	6.0	5.0	3.0	3.0					
JLINxPOVTh7	8.0	5.0	8.0	8.0					
86_enbV-pNB	5.0	5.0	5.0	5.0					
1C6nCCaRe6p	6.0	6.0	6.0						
RZT4uwbZ5qr	3.0	3.0	3.0	3.0					
yRkNJh5WgRE	3.0	6.0	5.0						
H7M_5K5qKJV	5.0	6.0	5.0	5.0					
Jzliv-bxZla	6.0	3.0	6.0						
2PI2EKASh_Z	3.0	6.0	1.0						
F8VKQyDgRVj	8.0	5.0	8.0	3.0					
YnPpdxEcZbi	3.0	3.0	3.0	3.0					
49N06mWPFUm	6.0	3.0	5.0						
ceDaKReXBdY	3.0	5.0	6.0	5.0	3.0				
XC_yGI-0j9	5.0	5.0	6.0	8.0					
4cOfD2qL6T	5.0	5.0	5.0						
X4Jj-SmWX_i	3.0	5.0	3.0						
nBi2tQ_Wba	3.0	3.0	8.0						
dL35lx-mTEs	5.0	5.0	5.0	5.0					
Ke2uzCpFcP0	3.0	5.0	5.0	1.0					
7J-30ilaUZM	5.0	5.0	5.0	8.0					
gmL46YMpu2J	8.0	8.0	6.0	5.0					
Jbfd7BpQaa-	5.0	6.0	3.0	5.0					
mCmerkTCG2S	6.0	6.0	6.0						
BT4N_v7CLrk	6.0	6.0	6.0	5.0					
qDgEEVS3TYM	3.0	3.0	3.0						
SbEvg8qlasl	6.0	3.0	5.0	5.0					
K1CNgCJtLLr	3.0	3.0	5.0						
aCuFa-RRqtI	5.0	6.0	8.0	8.0					
4TyNEhI2GdN	6.0	5.0	6.0	8.0	6.0				
bth6XbnDmib	6.0	6.0	6.0	5.0					
nQBQByfLeSC	6.0	5.0	3.0						
2x8EKbGU51k	3.0	5.0	3.0	3.0					
fJY2iCssvIs	3.0	3.0	3.0	3.0					
IrzkT99fDJH	8.0	5.0	5.0	6.0					
d8tJcOxnzF9	8.0	5.0	3.0						
DEGjDDV22pI	5.0	8.0	5.0	8.0					
sE-9hkZL5wV	6.0	5.0	3.0						
KaKXygtEGK	5.0	3.0	3.0						
2b2s9vd7wYv	8.0	3.0	5.0	6.0					
vSsnEd0Jmou	1.0	5.0	6.0	8.0					
3BOwNcqM_Wq	6.0	3.0	5.0	3.0					
rtTHBnBx4vO	6.0	3.0	3.0	6.0					
uGEBxC8dnEh	5.0	3.0	3.0						
j3GK3_xZydY	8.0	3.0	3.0	8.0	3.0				
4hsI9zyNSfw	1.0	5.0	6.0	6.0	3.0				
TdBaDGCpjly	5.0	3.0	3.0	8.0					
HVoJCRLByVk	8.0	5.0	6.0	6.0	6.0				
uXeEBgzILe5	5.0	6.0	3.0						
OYKIo3ySkxA	5.0	3.0	5.0						
935WW9F8ALr	5.0	3.0	5.0						
0nI0G46i6kT	3.0	3.0	3.0	3.0					
35QyoZv8cKO	6.0	5.0	5.0						
fVm3nZMZs9	6.0	8.0	6.0						
Frt6LTRFhui	3.0	5.0	6.0	3.0					
T-qVtA3pAxG	8.0	8.0	3.0	6.0					
UcKEodTPtfI	1.0	8.0	8.0						
FJXf1FXN8C	3.0	8.0	6.0	6.0					
krFbWKl3Sz	6.0	5.0	3.0						
en9V5F8PR-	8.0	6.0	5.0	6.0					
ngCT1EelZk	3.0	5.0	5.0						
6QkjC_cs03X	5.0	6.0	6.0	5.0					
Cs3r5KLdoj	5.0	8.0	8.0	6.0					
Fh97BDaR6I	8.0	5.0	5.0						
D7srTrGhAs	6.0	5.0	6.0						
avNxfA4IXj	5.0	8.0	3.0	6.0					
Bq1-IOPKet	6.0	6.0	3.0	3.0					
UAmH4nDH4l	5.0	5.0	3.0						
8vJcsZ-3Ly	5.0	3.0	6.0	3.0					
4u42KCQxCn8	8.0	3.0	5.0	5.0					
20tAZh6Ut3	3.0	1.0	3.0	1.0					
kDEL91Dufpa	10.0	8.0	5.0	8.0					
nXmU89Rfmgg	6.0	3.0	3.0	5.0					
f9eHl5mKx5i	6.0	5.0	5.0	6.0					
NyR8OZFHw6i	8.0	6.0	6.0	5.0					
Nvlqsofsc6-	3.0	6.0	8.0	5.0					
jnpGR7xu_P_	5.0	3.0	3.0	3.0					
25VgHaPz0l4	5.0	3.0	5.0						
fHT8kZcyyT	1.0	3.0	5.0	5.0					
fR3wGCk-IXp	5.0	6.0	6.0	5.0	8.0	6.0			
FjNys5c7VyY	8.0	8.0	8.0	8.0					
-cqvvvb-NkI	6.0	6.0	5.0	5.0					
GC5MsCxrU-	1.0	3.0	5.0	3.0					
p0JSSa1AuV	8.0	6.0	6.0						
b-WNV1iPro	3.0	8.0	8.0	3.0					
Kk-kJl9fmm	5.0	5.0	5.0						
W1cQ9FPFdb	3.0	3.0	8.0						
10uNUgI5Kl	5.0	3.0	6.0	6.0					
KdwnGErdT6	5.0	5.0	3.0	8.0					
uWpq1-rQbV	5.0	3.0	6.0						
QPtMRyk5rb	8.0	6.0	3.0	6.0	5.0				
VQfSsOTrLIy	3.0	3.0	3.0	3.0					
IM4xp7kGI5V	6.0	5.0	10.0	8.0					
QsVditUhXR	5.0	3.0	3.0						
zWudXc9343	5.0	5.0	6.0	5.0					
adgYjVvm9Xy	3.0	6.0	5.0	5.0					
NGIFt6BNvLe	3.0	6.0	3.0	6.0					
FUiDMCr_W4o	6.0	6.0	6.0	5.0					
3ZHX6_Mydd7	3.0	5.0	3.0	5.0					
a60Jo7_RUd2	3.0	3.0	3.0						
uNHWPiNJBsV	5.0	6.0	5.0	5.0					
xsNTv784iah	3.0	8.0	6.0	5.0					
wHfVEDi_N9E	3.0	3.0	3.0						
MhuFzFsrfvH	5.0	6.0	5.0	6.0					
t8Jk_Vo1jHS	5.0	6.0	6.0	5.0					
8aHzds2uUyB	8.0	8.0	6.0	6.0					
lX478WYy0Up	8.0	6.0	5.0	3.0					
VZX2I_VVJKH	6.0	5.0	6.0						
zyLVMgsZ0U_	8.0	8.0	8.0	6.0					
biGSK6L5JiT	3.0	5.0	3.0						
8cST_EWo9X	3.0	6.0	1.0	1.0					
sMsShmoszg	5.0	3.0	5.0						
L9pW5fknjO	3.0	5.0	5.0	6.0					
w9WUQkBvpI	8.0	6.0	5.0	5.0					
3vzguDiEOr	5.0	1.0	3.0						
XkwkFYPT6t	3.0	6.0	5.0	6.0					
88nT0j5jAn	6.0	8.0	10.0						
YhKScHeK4Ed	3.0	6.0	6.0						
70_umOqc6_-	5.0	5.0	3.0	5.0					
2T80ygeeWE0	3.0	3.0	6.0	5.0					
dNqxZgyjcYA	6.0	6.0	8.0	6.0					
sKDtBKYOdIP	5.0	3.0	5.0	5.0					
6yaLHYv5L91	3.0	6.0	3.0	3.0					
PYbe4MoHf32	5.0	6.0	8.0						
9BXSGPfRhX	1.0	5.0	6.0	3.0					
qyBgN5bLasw	3.0	3.0	5.0						
5ycxwq2VFAX	6.0	5.0	3.0						
8taH4yjN62m	5.0	3.0	5.0	3.0					
vKXd1m74DkN	3.0	6.0	3.0	5.0					
BYWWwSY2G5s	3.0	10.0	6.0	5.0					
NmZXv4467ai	6.0	5.0	3.0						
gmufyyjyjnN	3.0	5.0	3.0	3.0					
bhfp5GlDtGe	6.0	5.0	6.0						
MsjB2ohCJO1	6.0	3.0	3.0	3.0					
gY25_vAwX6G	3.0	5.0	6.0	3.0	3.0				
9hp9PIFDhsK	6.0	6.0	5.0	5.0					
hNyJBk3CwR	6.0	8.0	3.0	8.0					
p5DeuCSE9q	1.0	3.0	1.0	1.0					
wAQU0Frxoa	5.0	5.0	3.0	3.0					
0DwzMsUNIr	3.0	3.0	5.0	5.0					
9Z_GfhZnGH	8.0	5.0	6.0	8.0					
_omKGvXq0oX	1.0	1.0	3.0	3.0					
XZRmNjUMj0c	3.0	3.0	8.0	3.0					
Q120_4COf-K	5.0	6.0	6.0						
J7Uh781A05p	6.0	6.0	10.0	6.0					
wfU0emciOcM	5.0	6.0	3.0						
WhoOFXdnys6	5.0	5.0	3.0						
m2A7e4fMvT	3.0	3.0	3.0						
wWg_Ee5q_W	5.0	5.0	5.0						
2BruD7pa7E	1.0	5.0	1.0	3.0					
lLu1Xel2qfh	3.0	6.0	6.0	3.0					
bvgHBkSBdcj	3.0	5.0	6.0	5.0					
AgQ4GpzzRT	3.0	8.0	3.0	5.0					
GdimRqV_S7	5.0	3.0	3.0						
YsNlFsG-jj	5.0	1.0	6.0	8.0					
_SQ-303Iu6G	5.0	3.0	6.0						
K2spEiswXVf	6.0	3.0	5.0	5.0					
8abnSMeFaqA	5.0	5.0	6.0	5.0					
k9CF4h3muD	6.0	5.0	6.0	6.0					
ddad0PNUvV	5.0	5.0	6.0	6.0					
5o8oFs5D9Z	5.0	8.0	5.0						
9IlzJa5cAv	5.0	6.0	6.0	6.0					
svCcui6Drl	8.0	8.0	5.0						
89GT-S49mGd	6.0	3.0	8.0						
nMAbvsQo5YY	6.0	6.0	5.0						
Jg-oXkENo2p	3.0	3.0	5.0	3.0					
6iDHce-0B-a	8.0	5.0	8.0	5.0	8.0	10.0			
uzFQpkEzOo	8.0	8.0	6.0	8.0	6.0				
HnLFY8F9uS	3.0	3.0	3.0	3.0					
SRIQZTh0IK	6.0	5.0	8.0	5.0					
QWQM0ZwZdRS	6.0	6.0	3.0	6.0					
wkZcA4Lb7Mw	5.0	6.0	3.0						
Pgtn4l6eKjv	8.0	5.0	6.0	5.0					
sVx6FKx1iv	5.0	3.0	3.0						
Zz8_2A4iPS	6.0	3.0	5.0						
2_I3JQ70U2	5.0	6.0	3.0	5.0					
n7CPzMPKQl	6.0	6.0	8.0						
7UudBVsIrr	3.0	8.0	8.0	3.0	3.0	3.0			
oKTl_-4qLJ	5.0	6.0	5.0						
ipRGZ91NvG4	6.0	8.0	5.0	3.0					
7ZcyRF7Y3S	6.0	6.0	6.0	6.0					
pm4Wuso4da1	1.0	3.0	3.0						
dcN0CaXQhT	5.0	8.0	5.0	6.0					
9OL2fIfDLK	3.0	5.0	3.0	5.0					
dLAYGdKTi2	8.0	6.0	8.0						
dMsyUtZxj_	3.0	5.0	3.0	3.0					
H71l8_zALJ	3.0	5.0	6.0	8.0					
VWqiPBB_EM	6.0	3.0	6.0						
xnsg4pfKb7	8.0	6.0	5.0						
slHNW9yRie0	5.0	6.0	6.0	3.0					
pOyi9KqE56b	5.0	5.0	6.0	8.0					
C8by2OoY6Y2	3.0	5.0	5.0						
AatUEvC-Wjv	8.0	8.0	3.0	6.0					
7bns2VTdMAx	3.0	3.0	1.0	1.0					
U5XOGxAgccS	6.0	6.0	5.0	8.0					
nJfylDvgzlq	5.0	6.0	5.0	6.0					
k8hq5rkmsJ_	3.0	3.0	5.0	1.0					
9_VrvV7d-FK	3.0	3.0	8.0						
wEP-3nECiUE	5.0	8.0	6.0	5.0					
mKNAOg7CLX	3.0	3.0	6.0						
rRgLJ8TwXe	5.0	3.0	5.0	3.0					
wGvzQWFyUB	6.0	5.0	6.0						
5Qt6ZqXSDEZ	5.0	5.0	3.0	6.0					
WE_vluYUL-X	8.0	8.0	8.0						
4BPFwvKOvo5	6.0	3.0	5.0						
LMuVjYmHNh4	1.0	1.0	1.0	3.0					
eAR9bgWrUsa	5.0	5.0	6.0	5.0					
mFDU0fP3EQH	3.0	6.0	5.0	5.0					
QjHSvrwkT8S	1.0	1.0	3.0	1.0					
i_1rbq8yFWC	6.0	6.0	5.0	8.0					
p7hvOJ6Gq0i	5.0	5.0	6.0	8.0					
bGC7Ai125lR	6.0	3.0	5.0						
jsZsEd8VEY	6.0	8.0	3.0						
mb7PtrUbHa	5.0	5.0	3.0	3.0					
JOix_wb4AeM	5.0	5.0	6.0	6.0					
osei3IzUia	8.0	8.0	3.0						
eWKfMBL5to	6.0	8.0	8.0						
MB_O268uCY	10.0	3.0	5.0	3.0					
PsIk0kO3hKd	6.0	6.0	6.0	5.0					
hDDV1lsRV8	3.0	6.0	5.0	6.0	5.0				
YaPPldR6te	3.0	6.0	3.0	8.0					
rCtDTKgxyMz	1.0	5.0	3.0						
5R96mIU85IW	6.0	6.0	5.0	5.0					
VD-AYtP0dve	8.0	8.0	8.0	5.0					
HB2HBIQKhp-	5.0	3.0	5.0	5.0					
TSqKS0lQQA6	6.0	6.0	3.0	6.0	6.0				
lGz9u1ubUXE	8.0	6.0	5.0						
cMJo1FTwBTQ	8.0	6.0	5.0	8.0					
-p5ZEVGtojQ	3.0	3.0	3.0						
6Lh_wgIaT9l	3.0	3.0	5.0	8.0					
0LJRS7B3r4_	3.0	3.0	3.0	3.0					
GRZtigJljLY	5.0	6.0	8.0	8.0					
JUNKYmGGuEw	8.0	3.0	5.0	5.0					
ZCStthyW-TD	6.0	6.0	8.0	6.0					
7XHiDnUb_hj	5.0	5.0	5.0	6.0					
n0okuXMlI7V	3.0	6.0	3.0	6.0					
FE99-fDrWd5	6.0	6.0	6.0	8.0					
Q9yT-pxvWn8	6.0	5.0	6.0	5.0					
tDG-zrQ8S1Q	3.0	6.0	5.0	5.0					
9piH3Hg8QEf	6.0	8.0	8.0	8.0					
pPUoahHadAX	3.0	6.0	6.0	8.0	6.0				
m9LCdYgN8-6	6.0	6.0	5.0	6.0					
9krnQ-ue9M	6.0	5.0	8.0						
tyvshLxFUtP	5.0	6.0	3.0	3.0					
kJqXEPXMsE0	6.0	3.0	3.0						
_VTkMy81R3x	3.0	3.0	5.0	3.0					
UrzBg1Zz7ob	5.0	6.0	3.0	3.0					
EBC60mxBwyw	6.0	8.0	5.0	5.0					
Pkb5FA5AjqP	8.0	6.0	5.0	5.0					
ayPPc0SyLv1	5.0	8.0	8.0						
w22mvGyIysy	3.0	5.0	3.0	5.0					
XKjz6mR3iqe	5.0	6.0	6.0	5.0					
jxAle6zdyTI	3.0	3.0	3.0	1.0					
i3DLC5xIAJN	5.0	3.0	5.0	3.0					
dGdoZds9qAs	5.0	5.0	6.0	3.0					
WF7dU23lRCo	3.0	5.0	5.0	3.0					
sP1fo2K9DFG	3.0	5.0	8.0	6.0					
1KtU2ya2zh5	6.0	5.0	6.0	5.0					
gSHyqBijPFO	6.0	6.0	5.0	5.0					
YlvyUw4wDgs	1.0	3.0	3.0	3.0					
kKNVu-2J89s	5.0	3.0	3.0	8.0					
Fsd-6ax4T1m	3.0	5.0	6.0	5.0	8.0				
ThXqBsRI-cY	8.0	8.0	5.0	6.0					
kPPVmUF6bM_	6.0	6.0	8.0	6.0					
9_gsMA8MRKQ	8.0	6.0	6.0	5.0					
98J48HZXxd5	6.0	6.0	5.0	6.0					
8onXkaNWLHA	6.0	5.0	3.0	3.0					
cVFD6qE8gnY	6.0	3.0	6.0	6.0					
Rvee9CAX4fi	3.0	8.0	3.0						
Zb6c8A-Fghk	5.0	6.0	6.0	6.0					
4lw-X9jRi1c	5.0	5.0	3.0	3.0					
rUb1-7H4q6a	3.0	3.0	3.0	3.0					
zlbci7019Z3	5.0	8.0	6.0						
